"Bacteria_Antibiotic","ECOFF","distributions","observations","resistance_freq","best_model","unimodalBIC","bimodalBIC","prob_best","peaks","prop_overlap","diptest","diptest_pval","foldingtest","foldingtest_pval","criticalbandwidth","criticalbandwidth_pval","excessmass","excessmass_pval"
"Klebsiella pneumoniae_Piperacillin-tazobactam",8,77,21555,0.178983994432846,"Bimodal",93689.4380543923,83594.9056225166,0,"2 Peaks",0.139043186935811,0.0125250275769282,0,1.14022672901991,0.0001220703125,1.12538909912109,0.032,0.0250500551416664,0
"Morganella morganii_Piperacillin-tazobactam",2,9,1349,0.0911786508524833,"Bimodal",5282.98454366765,4524.14118671892,1.65675665627705e-165,"1 Peak",0.280208757587482,0.00945577206320389,0.628900490740288,1.51568343681282,0.0001220703125,0.526031494140625,0.722,0.0189115441264078,0.004
"Proteus mirabilis_Piperacillin-tazobactam",2,14,5520,0.0367753623188406,"Bimodal",18426.254734055,15683.8835173067,0,"1 Peak",0.362190041089828,0.00308068214971187,0.992142876324605,2.04500826434267,0.0001220703125,0.585273742675781,0.608,0.00616136190174213,0.19
"Proteus vulgaris_Piperacillin-tazobactam",2,5,447,0.0357941834451902,"Bimodal",1596.85843748288,1449.87461927726,1.21023417386027e-32,"1 Peak",0.352297436506082,0.0121394407835348,0.965541841826216,2.29329725782881,0.0001220703125,0.838615417480469,0.568,0.0242788815670697,0.386
"Pseudomonas aeruginosa_Piperacillin-tazobactam",16,71,31866,0.236741354421641,"Bimodal",138397.60168646,130922.809637873,0,"2 Peaks",0.114389566102646,0.0151629429856243,0,1.16921706387935,0.0001220703125,1.07785034179688,0.062,0.0303258861859211,0
"Pseudomonas fluorescens group_Piperacillin-tazobactam",16,5,471,0.343949044585987,"Bimodal",2445.81591979095,2051.97471372874,3.00932248800239e-86,"2 Peaks",0.00611458415488881,0.0921171011088011,0,0.652649130108364,0.0001220703125,2.14675521850586,0,0.184234202217602,0
"Serratia liquefaciens_Piperacillin-tazobactam",8,5,461,0.383947939262473,"Bimodal",2567.2945542188,2014.60111461527,9.64149761216132e-121,"2 Peaks",0.000794927942449685,0.126223879151704,0,0.318441018169068,0.0001220703125,2.90987014770508,0,0.252447758303409,0
"Serratia marcescens_Piperacillin-tazobactam",8,8,4154,0.164179104477612,"Bimodal",17817.66865365,15876.0594915581,0,"2 Peaks",0.184568943726105,0.00434194093627424,0.930374175180185,1.05108765222887,0.00279520277439618,1.19252014160156,0.118,0.00868387963548353,0.056
"Staphylococcus aureus_Piperacillin-tazobactam",2,45,6187,0.155972199773719,"Bimodal",25230.378139821,24135.6667574155,1.93394301120661e-238,"1 Peak",0.681764723328539,0.00418607030671541,0.738868025170684,2.00630222543613,0.0001220703125,0.560211181640625,0.536,0.00837218219041007,0.028
"Streptococcus agalactiae_Piperacillin-tazobactam",1,8,2484,0.00483091787439614,"Bimodal",6843.02538546897,5543.60685282843,6.83676725961153e-283,"1 Peak",0.394115075810362,0.00917981064235992,0.184091804507296,2.31646973961971,0.0001220703125,1.54425811767578,0.324,0.0183595077518994,0
"Streptococcus anginosus_Piperacillin-tazobactam",1,6,195,0.107692307692308,"Bimodal",899.009980035411,797.073134224217,7.3231036445216e-23,"2 Peaks",0.0849709707987821,0.0191926595482476,0.932418450138432,1.3898722720763,0.0001220703125,1.42176818847656,0.522,0.0383853190964952,0.412
"Streptococcus group G_Piperacillin-tazobactam",0.25,6,271,0.0516605166051661,"Bimodal",816.283612685482,766.134281260824,1.28887572916436e-11,"2 Peaks",0.0393254620177981,0.0143205241162704,0.988792894167041,1.79155892694079,0.0001220703125,0.60589599609375,0.078,0.0286410482325407,0.646
"Streptococcus pneumoniae_Piperacillin-tazobactam",0.064,7,1716,0.193473193473193,"Bimodal",8032.52536589754,6397.9301426425,0,"2 Peaks",0.0425318290301385,0.0241554602279575,0,0.649710075528414,0.0001220703125,1.43233489990234,0,0.0483109218005735,0
"Streptococcus pyogenes_Piperacillin-tazobactam",0.25,7,653,0.105666156202144,"Bimodal",2238.71973963241,2022.91586097606,1.37652201996791e-47,"2 Peaks",0.0532209536697498,0.0220607339786276,0.0307387728910962,1.30412708216174,0.0001220703125,0.744544982910156,0.064,0.0441214679572552,0
"Enterococcus faecalis_Piperacillin",8,5,9463,0.013103666913241,"Bimodal",29141.1934954249,28395.7404865544,1.33947886260274e-162,"1 Peak",0.742991596561361,0.00380889925241874,0.5312773648502,1.72208246895373,0.0001220703125,0.589859008789062,0.468,0.00761780017895645,0.002
"Escherichia coli_Piperacillin",8,15,21478,0.361951764596331,"Bimodal",110310.903716083,91175.6898464274,0,"2 Peaks",0.0242106542764955,0.0274996055143081,0,0.576324694387715,0.0001220703125,1.94669342041016,0,0.054999211029638,0
"Pseudomonas aeruginosa_Piperacillin",16,12,8456,0.142384105960265,"Bimodal",35566.1862297311,32382.8909362205,0,"2 Peaks",0.175314518564328,0.00246388732407081,0.992548415248287,1.34582692760456,0.0001220703125,0.768478393554688,0.026,0.00492777309726429,0.13
"Staphylococcus aureus_Quinupristin-dalfopristin",1,9,14550,0.0059106529209622,"Bimodal",34645.0681693507,33603.2066693969,5.78961695295384e-227,"1 Peak",0.758510490392,0.00417664599660337,0.0962354032789446,1.63183181498127,0.0001220703125,0.36663818359375,0.852,0.00835329276253146,0
"Staphylococcus aureus_Retapamulin",0.5,7,6029,0.00149278487311329,"Bimodal",14397.0120502453,13621.5306836147,4.03980894772344e-169,"1 Peak",0.599075205505536,0.0048043344530904,0.514517244926824,1.8315777257654,0.0001220703125,1.59038543701172,0.328,0.0096086390802987,0
"Clostridioides difficile_Rifampicin",0.004,9,6088,0.088042049934297,"Bimodal",32887.4574182817,15416.1874154008,0,"2 Peaks",6.45409162258884e-06,0.0274258557617156,0,0.182749600873869,0.0001220703125,3.83744812011719,0,0.0548517114727468,0
"Enterococcus faecalis_Rifampicin",8,5,3455,0.0301013024602026,"Bimodal",12288.206048711,12270.958516231,0.000179749560626709,"1 Peak",0.687639282513721,0.00610014699421679,0.582585294080132,1.45396706052467,0.0001220703125,0.9649658203125,0.152,0.0122003025669343,0.004
"Neisseria meningitidis_Rifampicin",0.125,12,1966,0.0879959308240081,"Bimodal",9541.44524808389,8261.68707628814,1.27070257284313e-278,"2 Peaks",0.00166798599860075,0.00774397244460412,0.656570764646485,1.64388553782914,0.0001220703125,2.55306053161621,0.002,0.0154879448892082,0.008
"Staphylococcus aureus_Rifampicin",0.03,5,1324,0.0702416918429003,"Bimodal",6462.883291748,3928.97132437632,0,"2 Peaks",0.0342386608461935,0.0095706246649511,0.623645157244115,0.674336036304849,0.0001220703125,2.25349426269531,0.096,0.0191412493299022,0.018
"Acinetobacter baumannii_Sitafloxacin",0.06,5,250,0.276,"Bimodal",1303.21664610059,987.077420811491,2.24511955133562e-69,"2 Peaks",0.00073457362895154,0.0616345578168607,1.37539544819987e-06,0.339170449170119,0.0001220703125,2.24645042419434,0.004,0.123269115633721,0
"Enterococcus faecalis_Sitafloxacin",0.5,5,253,0.241106719367589,"Bimodal",1034.64260990301,918.933714362961,7.48397933977383e-26,"2 Peaks",0.0345675240019315,0.0336860109819031,0.0419182893743026,0.799919382383041,0.00366006912843189,1.05679321289062,0.01,0.0673720219638062,0
"Enterococcus faecium_Sitafloxacin",0.25,5,205,0.390243902439024,"Bimodal",1018.01379842976,974.240603776723,3.1244354257647e-10,"2 Peaks",0.0809127488849638,0.0327060484518013,0.127973398084763,0.858551262649924,0.0597498906706733,1.53970336914062,0.086,0.0654120969036026,0.014
"Escherichia coli_Sitafloxacin",0.03,5,240,0.5,"Bimodal",1262.0028099812,1186.82750195037,4.74121089179908e-17,"2 Peaks",0.0680116102522595,0.0370052170445053,0.0192976256262641,0.783926953821301,0.00242818134074519,1.823974609375,0.054,0.0740104340890106,0
"Klebsiella pneumoniae_Sitafloxacin",0.06,5,250,0.332,"Bimodal",1328.97138862368,1101.72960833484,4.51933340087105e-50,"2 Peaks",0.113035107659488,0.0222218310784112,0.560406735283028,0.710211462162493,0.0001220703125,1.76475524902344,0.09,0.0444436621568224,0.034
"Pseudomonas aeruginosa_Sitafloxacin",0.5,5,353,0.152974504249292,"Bimodal",1417.76930038717,1276.12535556206,1.74746378367229e-31,"1 Peak",0.376584672386529,0.0167445150315522,0.762598578000681,1.23163019983617,0.000157040051549892,0.631118774414062,0.674,0.0334890300631043,0.056
"Staphylococcus aureus_Sitafloxacin",0.125,5,250,0.24,"Bimodal",1190.99279467702,981.840759639271,3.83012239212232e-46,"2 Peaks",0.0241594060024495,0.0428586591270109,0.00198559902541162,0.599616672661531,0.0001220703125,1.56351470947266,0.018,0.0857173182540217,0
"Streptococcus pneumoniae_Sitafloxacin",0.125,5,257,0.0233463035019455,"Bimodal",666.815049673458,609.533400933921,3.64290645306705e-13,"1 Peak",0.603107906937989,0.0175349944291132,0.898944979676982,2.06890081337237,0.0001220703125,0.6019287109375,0.576,0.0350699888582264,0.368
"Escherichia coli_Spectinomycin",64,15,3690,0.25420054200542,"Bimodal",14068.6607877753,11108.8524689566,0,"2 Peaks",0.030499677282596,0.029028919388439,0,0.572380460169805,0.0001220703125,1.02742004394531,0,0.0580578367999015,0
"Neisseria gonorrhoeae_Spectinomycin",64,15,5364,0.00205070842654735,"Bimodal",16415.723625945,15927.9849967907,1.22716334233239e-106,"1 Peak",0.647442691855886,0.00259643624705942,0.997664820095994,1.942877888309,0.0001220703125,0.829620361328125,0.562,0.00519287272847703,0.736
"Campylobacter coli_Streptomycin",4,9,991,0.721493440968718,"Bimodal",4592.62319158804,4373.73230136234,2.94067559998334e-48,"2 Peaks",0.0967688126843198,0.0284044789633411,1.18850833057405e-05,1.12264556533413,0.000640007973215433,1.20827484130859,0,0.0568089579266821,0
"Campylobacter jejuni_Streptomycin",4,14,952,0.023109243697479,"Bimodal",2880.41171445251,2108.93341941541,2.98962542742485e-168,"2 Peaks",0.0587175549917366,0.00932754236430074,0.898525759116494,1.64935902915112,0.0001220703125,1.39800262451172,0.088,0.0186550847286015,0.164
"Enterococcus faecium_Streptomycin",128,14,1294,0.131375579598145,"Bimodal",4683.3022481237,4035.10055130082,1.75707360493443e-141,"2 Peaks",0.00907638362983265,0.0358385450973308,0,1.50739648687306,0.0001220703125,0.936172485351562,0.028,0.0716770901946616,0
"Enterococcus hirae_Streptomycin",128,8,568,0.00880281690140845,"Bimodal",1436.34856216004,1419.00093285097,0.000170976293521879,"1 Peak",0.766528622949872,0.0113264205653292,0.942507800987102,1.7254377748393,0.0001220703125,0.609672546386719,0.152,0.0226528411306585,0.32
"Escherichia coli_Streptomycin",16,26,9917,0.288292830493093,"Bimodal",41241.2714273634,37654.0117705327,0,"2 Peaks",0.0638371758988028,0.0225520314207862,0,0.904748618905197,0.0001220703125,1.02194213867188,0,0.0451040618499825,0
"Salmonella enterica_Streptomycin",16,17,13531,0.317419259478235,"Bimodal",52403.9935100739,46769.2561856733,0,"2 Peaks",0.0474887703043165,0.0306489749940733,0,0.852311594037576,0.0001220703125,0.935966491699219,0,0.0612979498049613,0
"Staphylococcus aureus_Streptomycin",16,7,644,0.0248447204968944,"Bimodal",1926.50844668519,1873.39571653687,2.92898527865307e-12,"2 Peaks",0.15112895399232,0.00963208196804701,0.98468097195532,1.92172677060711,0.0001220703125,0.479942321777344,0.718,0.019264163936094,0.532
"Enterococcus faecalis_Tedizolid",1,7,932,0.00214592274678112,"Bimodal",2132.45339270897,2040.79231282195,1.24752540899914e-20,"1 Peak",0.656274216245188,0.00781990995635926,0.990195683710475,1.77480556505397,0.0001220703125,0.657249450683594,0.524,0.0156398199127185,0.528
"Enterococcus faecium_Tedizolid",1,6,499,0.00601202404809619,"Unimodal",1187.49108093351,1188.92020154849,0.328591963110419,"1 Peak",1,0.0110154601082539,0.982481888915517,1.43261898073702,0.0001220703125,0.551322937011719,0.342,0.0220309202165078,0.586
"Staphylococcus aureus_Tedizolid",1,11,7987,0.0015024414673845,"Bimodal",16334.3910099207,16053.1303096583,8.41424105814517e-62,"1 Peak",0.688022032488136,0.00296445898455567,0.964324175398359,1.52427707060873,0.0001220703125,0.513931274414062,0.8,0.00592891770065389,0.092
"Staphylococcus aureus MRSA_Tedizolid",1,10,3347,0.00298775022408127,"Bimodal",7209.76100623173,7026.90668695052,1.96647790898622e-40,"1 Peak",0.674820477846519,0.00487517525213939,0.923056494395751,1.60497411576325,0.0001220703125,0.655563354492188,0.532,0.00975035050427878,0.104
"Staphylococcus aureus MSSA_Tedizolid",1,10,4644,0.000430663221360896,"Bimodal",9411.52442793257,9319.37305607229,9.76301261857505e-21,"1 Peak",0.737927558979571,0.0039083850430266,0.96088245302862,1.50194064089921,0.0001220703125,0.810333251953125,0.202,0.00781677301742611,0.146
"Streptococcus agalactiae_Tedizolid",0.5,5,743,0.00134589502018843,"Bimodal",1481.55490157674,1475.20437603967,0.0401073144836564,"1 Peak",0.388200733952025,0.0119469480028759,0.728512842792583,1.35970506768919,0.0001220703125,0.475257873535156,0.246,0.0238938960057519,0.07
"Enterococcus faecalis_Teicoplanin",2,15,5966,0.0410660408984244,"Bimodal",26455.5326488432,21250.2028637189,0,"2 Peaks",0.00011051318897723,0.0133357942743762,0,1.42692938345645,0.0001220703125,2.48201560974121,0,0.0266715885477185,0
"Enterococcus faecium_Teicoplanin",2,28,6571,0.0776137574189621,"Bimodal",29752.7714900642,22347.2723528829,0,"2 Peaks",0.0255850312164712,0.00994050137613223,0.000175756820341655,0.873077561559852,0.0001220703125,1.55764007568359,0.028,0.0198810019596648,0
"Staphylococcus aureus_Teicoplanin",2,20,56609,0.0161988376406578,"Bimodal",149393.050947037,147299.194747377,0,"1 Peak",0.822195052568606,0.00143320782518259,0.692164727815731,1.51245707860094,0.0001220703125,0.545730590820312,0.24,NA,NA
"Staphylococcus aureus MRSA_Teicoplanin",2,5,566,0.0123674911660777,"Unimodal",1485.91733634866,1488.91644437742,0.18249205040013,"1 Peak",1,0.0195050422720685,0.155806820739404,1.502209803936,0.0001220703125,0.643081665039062,0.284,0.039010084544137,0
"Staphylococcus epidermidis_Teicoplanin",16,12,8715,0.000229489386115892,"Bimodal",30785.3047247987,30614.2435123481,7.15368285305513e-38,"1 Peak",0.578824744098236,0.00303323689537889,0.924292289058383,1.4354954317825,0.0001220703125,0.420417785644531,0.142,0.00606647331359948,0.016
"Staphylococcus haemolyticus_Teicoplanin",32,9,1214,0.000823723228995058,"Unimodal",4379.579226087,4390.23652472951,0.00482720230465544,"1 Peak",1,0.00684822330419983,0.990320156309758,1.50456301611476,0.0001220703125,0.468696594238281,0.186,0.0136964466083997,0.548
"Streptococcus pneumoniae_Teicoplanin",0.25,10,21842,0.000137350059518359,"Bimodal",41847.2096198201,40046.2795763786,0,"2 Peaks",0.486795665244067,0.00256454443058195,0.492686320515781,1.39393047199578,0.0001220703125,0.270172119140625,0.264,0.00512908897390594,0
"Enterococcus faecalis_Telavancin",2,12,1748,0.0737986270022883,"Bimodal",6233.9860996529,5658.20346844559,9.34093275159185e-126,"2 Peaks",0.0632437578974207,0.00784532978638411,0.732309628892256,1.6669631970659,0.0001220703125,0.813369750976562,0.04,0.0156906595727682,0.024
"Enterococcus faecium_Telavancin",0.5,9,717,0.0781032078103208,"Bimodal",2585.54102523392,2380.44078142362,2.90434322261e-45,"2 Peaks",0.0748808359833263,0.00984878269928389,0.957111745164033,1.59857363135299,0.0001220703125,0.754638671875,0.024,0.0196975653985678,0.346
"Staphylococcus aureus_Telavancin",1,13,6487,0.00755356867581317,"Bimodal",16256.257310932,15998.912958109,1.31336007509635e-56,"1 Peak",0.850126167087797,0.0043746129478482,0.621634200231104,1.74114211001841,0.0001220703125,0.44427490234375,0.612,0.00874908989061292,0
"Staphylococcus aureus MRSA_Telavancin",1,15,3268,0.00367197062423501,"Bimodal",7840.59657168727,7728.92616636652,5.63740957324618e-25,"1 Peak",0.843522951270153,0.00450784248557605,0.973800319191719,1.69395992356951,0.0001220703125,0.544631958007812,0.28,0.0090156849711521,0.17
"Staphylococcus epidermidis_Telavancin",1,8,802,0.00872817955112219,"Bimodal",1983.30846190671,1964.35302458379,7.6532490346809e-05,"1 Peak",0.808673361766258,0.00948372845881685,0.9496556302297,1.64388071609509,0.0001220703125,0.311607360839844,0.178,0.0189674569176337,0.242
"Streptococcus agalactiae_Telavancin",0.125,7,454,0.00220264317180617,"Bimodal",822.596339387107,800.649849303696,1.71542912645626e-05,"1 Peak",0.594059186675183,0.0174533201510633,0.476217504905093,1.76324635107587,0.0001220703125,0.498664855957031,0.246,0.0349066403021265,0.018
"Streptococcus pyogenes_Telavancin",0.125,11,591,0.00169204737732657,"Bimodal",1471.65428029355,1440.61479060091,1.81911591617694e-07,"1 Peak",0.817641541938793,0.0114315409267839,0.92077890313711,1.59032472729653,0.0001220703125,0.257362365722656,0.296,0.0228630818535677,0.236
"Campylobacter jejuni_Telithromycin",4,27,23222,0.0113685298423908,"Bimodal",69928.4066453437,67891.2377853113,0,"1 Peak",0.767384740709261,0.001724289962813,0.969589662266101,1.69826046085529,0.0001220703125,0.561164855957031,0.014,0.00344857676840308,0.04
"Haemophilus influenzae_Telithromycin",8,6,5412,0.00388026607538803,"Bimodal",14564.3915995523,14006.1121270613,5.90408863422886e-122,"1 Peak",0.756998395093613,0.00427888311874922,0.807230054472557,1.75722230816161,0.0001220703125,0.634941101074219,0.428,0.00855774614960038,0.016
"Streptococcus pneumoniae_Telithromycin",0.06,9,6823,0.105525428697054,"Bimodal",25565.4914033123,22541.2493601016,0,"1 Peak",0.407907196099306,0.00309156565908525,0.979710703587576,1.39473626409341,0.0001220703125,0.44580078125,0.764,0.006183127986655,0.064
"Streptococcus pyogenes_Telithromycin",0.03,6,2366,0.129754860524091,"Bimodal",10067.9378617236,6938.1827539058,0,"2 Peaks",0.206380581535455,0.00520193164145047,0.980342818598,0.901832414964627,0.0001220703125,1.5135498046875,0.05,0.0104038632829009,0.208
"Escherichia coli_Temocillin",16,36,5702,0.13258505787443,"Bimodal",21684.5017948144,20844.8712463772,4.74835289642982e-183,"1 Peak",0.644983978237514,0.00351718581726483,0.96263726734873,1.68186671709442,0.0001220703125,0.554939270019531,0.25,0.00703437697436483,0.068
"Klebsiella pneumoniae_Temocillin",8,7,605,0.295867768595041,"Bimodal",2888.53156713173,2541.20319152076,3.78967120511477e-76,"2 Peaks",0.050353865698785,0.0315347019481648,0.0002390216374617,0.730135890374162,0.0001220703125,1.50106811523438,0.002,0.0630694038963296,0
"Morganella morganii_Temocillin",8,5,170,0.00588235294117647,"Bimodal",517.049057090405,507.150152651542,0.00703741395120359,"1 Peak",0.608688574086337,0.0325442144061872,0.229588112752278,1.99199257546829,0.0001220703125,1.31669616699219,0.22,0.0650884288123743,0.008
"Proteus mirabilis_Temocillin",4,7,316,0.0126582278481013,"Unimodal",836.325940504576,845.863295351253,0.00842010335369892,"1 Peak",1,0.0166495145371632,0.84260223704734,1.51322898382971,0.0001220703125,0.356407165527344,0.646,0.0332990290743263,0.314
"Burkholderia pseudomallei_Tetracycline",8,7,352,0.03125,"Bimodal",1084.9713241157,1064.80714856264,4.18202620574386e-05,"2 Peaks",0.153180912334351,0.016610000392,0.7773590508822,1.8218235298671,0.0001220703125,0.439949035644531,0.504,0.0332200007840001,0.104
"Campylobacter coli_Tetracycline",2,30,9771,0.544058949953945,"Bimodal",55647.2983448123,41722.192174582,0,"2 Peaks",0.000161962148717774,0.103977321772184,0,0.25373841119879,0.0001220703125,3.485107421875,0,0.207954643607752,0
"Campylobacter jejuni_Tetracycline",1,52,27871,0.499802662265437,"Bimodal",163294.745996798,128664.30196576,0,"2 Peaks",0.000362841800755044,0.115199907850009,0,0.290444197365346,0.0001220703125,3.97870254516602,0,0.230399815740571,0
"Enterobacter cloacae_Tetracycline",16,7,1099,0.0964513193812557,"Bimodal",4354.27700703266,3760.87533439651,1.39464608162455e-129,"2 Peaks",0.206026577145499,0.00939127138554953,0.806329059000854,1.25911073076953,0.0001220703125,0.985198974609375,0.026,0.0187825427710991,0.062
"Enterococcus faecalis_Tetracycline",4,16,1520,0.7,"Bimodal",7676.32641467604,5919.09494186757,0,"2 Peaks",0.000823406282474893,0.0654299901741248,0,0.370976878704104,0.0001220703125,2.13147163391113,0,0.13085998034825,0
"Enterococcus faecium_Tetracycline",4,13,1649,0.374166161309885,"Bimodal",8707.91650434917,7004.69435467269,0,"2 Peaks",0.00325503625941661,0.0614967490661867,0,0.395933691806591,0.0001220703125,2.36903381347656,0,0.122993498132373,0
"Enterococcus hirae_Tetracycline",4,8,568,0.0862676056338028,"Bimodal",2290.39088108914,1696.6675236902,1.18743829891037e-129,"2 Peaks",0.000365836279028647,0.0226735299757092,0.0444411364880779,0.84620115651311,0.00106054616649393,1.54541778564453,0.002,0.0453470599514184,0
"Escherichia coli_Tetracycline",8,66,17276,0.275468858532068,"Bimodal",81770.1642741313,64480.5201307806,0,"2 Peaks",0.0191852828554067,0.0249060489180333,0,0.567018337621202,0.0001220703125,1.54821014404297,0,0.0498120980618016,0
"Haemophilus influenzae_Tetracycline",1,23,39958,0.0318334250963512,"Bimodal",104807.724736272,82391.653660779,0,"1 Peak",0.44161498878328,0.00293382126646744,0.0256539046074837,2.07708357173116,0.0001220703125,0.766555786132812,0.204,0.00586764377638307,0
"Helicobacter pylori_Tetracycline",0.25,5,7220,0.042797783933518,"Bimodal",27637.4209892982,23991.1447999407,0,"2 Peaks",0.311234252081336,0.00414532620393265,0.62302468984174,2.14978846813649,0.0001220703125,2.04815864562988,0,0.00829065241048098,0.004
"Klebsiella aerogenes_Tetracycline",16,6,157,0.0573248407643312,"Bimodal",594.966428638003,529.024392634351,4.79588564515096e-15,"1 Peak",0.357105087791566,0.0244504934641974,0.776334937201764,1.58280300703429,0.0001220703125,1.28728485107422,0.3,0.0489009869283948,0.216
"Klebsiella oxytoca_Tetracycline",8,7,452,0.0663716814159292,"Bimodal",1823.66860020037,1498.51303286354,2.47380619490178e-71,"2 Peaks",0.31352545184156,0.0117523858730294,0.976955376542994,1.22991367875899,0.0001220703125,0.912124633789062,0.47,0.0235047717460588,0.424
"Klebsiella pneumoniae_Tetracycline",8,8,1544,0.181347150259067,"Bimodal",7039.10633736163,5933.67853525285,9.10757383731236e-241,"2 Peaks",0.207205040489577,0.021667673410025,3.51489883104739e-05,0.878564840379466,0.0001220703125,1.3150634765625,0,0.04333534682005,0
"Mannheimia haemolytica_Tetracycline",2,16,914,0.408096280087527,"Bimodal",4455.20575764681,3483.51031441968,9.97735575865286e-212,"2 Peaks",0.00144180387905241,0.0954801426272792,0,0.352825922974411,0.0001220703125,2.031982421875,0,0.190960285254558,0
"Moraxella catarrhalis_Tetracycline",2,14,8680,0.0228110599078341,"Bimodal",25663.1073075684,23219.0003537207,0,"1 Peak",0.523835440986801,0.00317773462389579,0.883953469190978,1.84325037083677,0.0001220703125,0.44781494140625,0.534,0.00635546618504818,0.03
"Morganella morganii_Tetracycline",8,6,170,0.411764705882353,"Bimodal",837.511711216826,747.878477076138,3.4386700715878e-20,"2 Peaks",0.0169899517817798,0.0637950663382768,1.98268391022882e-05,0.566928495383611,0.0001220703125,1.87836456298828,0.068,0.127590132676554,0
"Pasteurella multocida_Tetracycline",2,22,2198,0.121929026387625,"Bimodal",9078.40915620191,7514.54931569424,0,"2 Peaks",0.254338778830482,0.0100882070467576,0.150629524875289,1.02106325350147,0.378163070990529,1.12908935546875,0.022,0.0201764140935153,0
"Proteus mirabilis_Tetracycline",128,6,1016,0.000984251968503937,"Bimodal",2599.86641017761,2246.32234939913,1.69388002681892e-77,"1 Peak",0.476819475611915,0.00934267586774844,0.85977335186702,2.43526139759763,0.0001220703125,0.847915649414062,0.286,0.0186853517354969,0.104
"Salmonella enterica_Tetracycline",8,9,8722,0.146182068332951,"Bimodal",35737.6367495954,24981.6598833291,0,"2 Peaks",0.00170276710404329,0.0263399869598306,0,0.529948825258261,0.0001220703125,1.41027069091797,0,0.0526799733903309,0
"Staphylococcus aureus_Tetracycline",1,21,2666,0.292948237059265,"Bimodal",14401.3584235981,9785.13555509952,0,"2 Peaks",4.18748621607872e-05,0.0698953136715659,0,0.22861162277388,0.0001220703125,2.63992691040039,0,0.139790627343132,0
"Staphylococcus aureus MRSA_Tetracycline",1,5,411,0.0267639902676399,"Bimodal",1241.6527700062,691.210113563112,2.97095347825049e-120,"2 Peaks",6.91649360415102e-10,0.0165853725522063,0.657292787211816,0.911391980826111,0.0972503115295371,1.6123046875,0.122,0.0331707451044127,0.082
"Staphylococcus aureus MSSA_Tetracycline",1,5,579,0.0483592400690846,"Bimodal",2109.8461359714,884.090758149807,6.77020196355155e-267,"2 Peaks",0.153603300818098,0.0183303172609861,0.208707184433008,0.454637484119936,0.0001220703125,1.75637054443359,0.028,0.0366606345219722,0
"Staphylococcus coagulase negative_Tetracycline",1,7,535,0.349532710280374,"Bimodal",2634.19906753436,2364.59678774047,2.86159908640292e-59,"2 Peaks",0.066917788876594,0.0300661930629882,0.00170326432153034,1.00497419207278,0.916824096070976,1.38491058349609,0.024,0.0601323861259764,0
"Staphylococcus hyicus_Tetracycline",1,6,162,0.302469135802469,"Bimodal",830.820191772311,575.008041831048,2.82551383635881e-56,"2 Peaks",3.46533225384542e-05,0.0851904939182543,0,0.228349150993306,0.0001220703125,2.22891807556152,0.002,0.170380987836509,0
"Staphylococcus pseudintermedius_Tetracycline",0.5,11,781,0.455825864276569,"Bimodal",4243.60113282999,2989.09554096585,3.86876159797511e-273,"2 Peaks",3.25484426436495e-05,0.132099982507566,0,0.227736855475972,0.0001220703125,2.93450927734375,0,0.264199965015131,0
"Streptococcus agalactiae_Tetracycline",1,8,418,0.794258373205742,"Bimodal",2093.48646425874,1510.27000109544,2.27067065047356e-127,"2 Peaks",0.000251238805811571,0.0481131810785387,0,0.34855373760736,0.0001220703125,2.14150810241699,0,0.0962263621570773,0
"Streptococcus pneumoniae_Tetracycline",1,21,13913,0.136131675411486,"Bimodal",64902.7478544283,45125.9169857926,0,"2 Peaks",0.000791836747549698,0.0285297383270343,0,0.464670582098249,0.0001220703125,2.01604080200195,0,0.0570594769627532,0
"Streptococcus pyogenes_Tetracycline",1,11,2446,0.16516762060507,"Bimodal",12172.2139432425,9205.80467836486,0,"2 Peaks",0.000536219673080547,0.0360318450683222,0,0.503360466288851,0.0001220703125,2.16650199890137,0,0.0720636901366443,0
"Yersinia enterocolitica_Tetracycline",4,5,466,0.0128755364806867,"Bimodal",1392.78764955565,1001.83128305599,1.27322067469243e-85,"2 Peaks",2.56163785535608e-10,0.012152223792569,0.956632835847328,1.81128787810802,0.0001220703125,1.92389678955078,0.17,0.024304447585138,0.426
"Staphylococcus hyicus_Tiamulin",2,6,319,0.22884012539185,"Bimodal",1509.02024508744,1151.12978916681,1.92785752034293e-78,"2 Peaks",0.00470034639267821,0.0536280791518364,2.38322242451794e-06,0.459273651745486,0.0001220703125,1.82893371582031,0,0.107256158303673,0
"Acinetobacter baumannii_Tigecycline",0.5,12,31114,0.368226521822974,"Bimodal",120419.619775105,119834.285881359,7.87698353325375e-128,"1 Peak",0.362437366416287,0.00127500083807031,0.992725888573437,1.29655562362616,0.0001220703125,0.547035217285156,0.298,0.0025500017057031,0.124
"Acinetobacter lwoffii_Tigecycline",0.5,17,2844,0.0615330520393812,"Bimodal",10681.7627658285,10616.1286909219,5.59424808164156e-15,"1 Peak",0.729993095621403,0.00514149513484857,0.943905400266117,1.55785606493728,0.0001220703125,0.280708312988281,0.588,0.0102829902696971,0.068
"Citrobacter freundii_Tigecycline",1,18,4080,0.0237745098039216,"Bimodal",11849.3727570469,11445.81242603,2.33339123491713e-88,"1 Peak",0.696840802371092,0.00384163930878379,0.988142353797898,1.74713439915283,0.0001220703125,0.583877563476562,0.532,0.00768328761472022,0.21
